sale_price,sq_ft,acreage
245000,1815,0.14
265000,1816,0.14
235000,1817,0.11
259000,1818,0.12
165000,1820,3.54
157000,1824,0.04
255000,1827,0.27
265000,1827,1.44
234900,1828,0.1
235000,1828,0.1
270000,1828,0.1
227500,1828,0.13
225000,1828,0.13
229000,1828,0.13
207500,1828,0.15
370000,1829,6.06
227500,1830,0.14
208000,1830,0.15
204000,1835,0.13
339500,1836,0.16
224900,1840,0.15
250000,1842,0.2
110000,1842,1.09
390000,1844,0.15
245000,1845,0.24
280000,1851,0.3
336800,1857,0.14
265500,1859,0.14
203500,1869,0.13
200000,1874,0.14
363000,1879,0.2
265000,1883,0.14
235000,1891,0.21
270000,1895,0.18
210000,1899,0.16
259900,1902,0.47
248400,1904,0.12
298200,1904,0.13
275000,1904,0.13
342900,1905,0.14
183000,1917,0.12
238400,1918,0.13
238700,1918,0.13
243000,1918,0.15
241200,1918,0.15
243500,1918,0.21
263000,1922,0.15
249500,1925,0.11
219000,1926,0.15
291400,1927,0.14
313000,1927,0.14
315400,1927,0.14
320100,1927,0.14
252000,1928,0.1
255000,1928,0.11
237100,1935,0.13
233000,1936,0.17
233000,1936,0.18
325100,1939,0.14
257000,1944,0.18
285000,1945,0.4
291000,1948,0.15
235000,1955,0.14
278000,1956,0.1
232000,1956,0.14
280000,1961,0.16
257100,1966,0.13
400000,1967,5.73
220000,1969,0.24
240000,1970,0.1
371500,1970,0.23
269000,1971,0.11
319600,1975,0.14
310000,1975,0.15
267000,1977,0.12
270700,1978,0.09
299900,1992,0.1
